Date_key,Day,Day_of_week,Month,Year,Week_of_month,Week_of_year,Full_date
623,15,2,9,2014,3,38,2014-09-15
624,16,3,9,2014,3,38,2014-09-16
625,17,4,9,2014,3,38,2014-09-17
626,18,5,9,2014,3,38,2014-09-18
627,19,6,9,2014,3,38,2014-09-19
628,20,7,9,2014,3,38,2014-09-20
629,21,1,9,2014,4,39,2014-09-21
630,22,2,9,2014,4,39,2014-09-22
631,23,3,9,2014,4,39,2014-09-23
632,24,4,9,2014,4,39,2014-09-24
633,25,5,9,2014,4,39,2014-09-25
634,26,6,9,2014,4,39,2014-09-26
635,27,7,9,2014,4,39,2014-09-27
636,28,1,9,2014,5,40,2014-09-28
637,29,2,9,2014,5,40,2014-09-29
638,30,3,9,2014,5,40,2014-09-30
639,1,4,10,2014,1,40,2014-10-01
640,2,5,10,2014,1,40,2014-10-02
641,3,6,10,2014,1,40,2014-10-03
642,4,7,10,2014,1,40,2014-10-04
643,5,1,10,2014,2,41,2014-10-05
644,6,2,10,2014,2,41,2014-10-06
645,7,3,10,2014,2,41,2014-10-07
646,8,4,10,2014,2,41,2014-10-08
647,9,5,10,2014,2,41,2014-10-09
648,10,6,10,2014,2,41,2014-10-10
649,11,7,10,2014,2,41,2014-10-11
650,12,1,10,2014,3,42,2014-10-12
651,13,2,10,2014,3,42,2014-10-13
652,14,3,10,2014,3,42,2014-10-14
653,15,4,10,2014,3,42,2014-10-15
654,16,5,10,2014,3,42,2014-10-16
655,17,6,10,2014,3,42,2014-10-17
656,18,7,10,2014,3,42,2014-10-18
657,19,1,10,2014,4,43,2014-10-19
658,20,2,10,2014,4,43,2014-10-20
659,21,3,10,2014,4,43,2014-10-21
660,22,4,10,2014,4,43,2014-10-22
661,23,5,10,2014,4,43,2014-10-23
662,24,6,10,2014,4,43,2014-10-24
663,25,7,10,2014,4,43,2014-10-25
664,26,1,10,2014,5,44,2014-10-26
665,27,2,10,2014,5,44,2014-10-27
666,28,3,10,2014,5,44,2014-10-28
667,29,4,10,2014,5,44,2014-10-29
668,30,5,10,2014,5,44,2014-10-30
669,31,6,10,2014,5,44,2014-10-31
670,1,7,11,2014,1,44,2014-11-01
671,2,1,11,2014,2,45,2014-11-02
672,3,2,11,2014,2,45,2014-11-03
673,4,3,11,2014,2,45,2014-11-04
674,5,4,11,2014,2,45,2014-11-05
675,6,5,11,2014,2,45,2014-11-06
676,7,6,11,2014,2,45,2014-11-07
677,8,7,11,2014,2,45,2014-11-08
678,9,1,11,2014,3,46,2014-11-09
679,10,2,11,2014,3,46,2014-11-10
680,11,3,11,2014,3,46,2014-11-11
681,12,4,11,2014,3,46,2014-11-12
682,13,5,11,2014,3,46,2014-11-13
683,14,6,11,2014,3,46,2014-11-14
684,15,7,11,2014,3,46,2014-11-15
685,16,1,11,2014,4,47,2014-11-16
686,17,2,11,2014,4,47,2014-11-17
687,18,3,11,2014,4,47,2014-11-18
688,19,4,11,2014,4,47,2014-11-19
689,20,5,11,2014,4,47,2014-11-20
690,21,6,11,2014,4,47,2014-11-21
691,22,7,11,2014,4,47,2014-11-22
692,23,1,11,2014,5,48,2014-11-23
693,24,2,11,2014,5,48,2014-11-24
694,25,3,11,2014,5,48,2014-11-25
695,26,4,11,2014,5,48,2014-11-26
696,27,5,11,2014,5,48,2014-11-27
697,28,6,11,2014,5,48,2014-11-28
698,29,7,11,2014,5,48,2014-11-29
699,30,1,11,2014,6,49,2014-11-30
700,1,2,12,2014,1,49,2014-12-01
701,2,3,12,2014,1,49,2014-12-02
702,3,4,12,2014,1,49,2014-12-03
703,4,5,12,2014,1,49,2014-12-04
704,5,6,12,2014,1,49,2014-12-05
705,6,7,12,2014,1,49,2014-12-06
706,7,1,12,2014,2,50,2014-12-07
707,8,2,12,2014,2,50,2014-12-08
708,9,3,12,2014,2,50,2014-12-09
709,10,4,12,2014,2,50,2014-12-10
710,11,5,12,2014,2,50,2014-12-11
711,12,6,12,2014,2,50,2014-12-12
712,13,7,12,2014,2,50,2014-12-13
713,14,1,12,2014,3,51,2014-12-14
714,15,2,12,2014,3,51,2014-12-15
715,16,3,12,2014,3,51,2014-12-16
716,17,4,12,2014,3,51,2014-12-17
717,18,5,12,2014,3,51,2014-12-18
718,19,6,12,2014,3,51,2014-12-19
719,20,7,12,2014,3,51,2014-12-20
720,21,1,12,2014,4,52,2014-12-21
721,22,2,12,2014,4,52,2014-12-22
722,23,3,12,2014,4,52,2014-12-23
723,24,4,12,2014,4,52,2014-12-24
724,25,5,12,2014,4,52,2014-12-25
725,26,6,12,2014,4,52,2014-12-26
726,27,7,12,2014,4,52,2014-12-27
727,28,1,12,2014,5,1,2014-12-28
728,29,2,12,2014,5,1,2014-12-29
729,30,3,12,2014,5,1,2014-12-30
730,31,4,12,2014,5,1,2014-12-31
731,1,5,1,2015,1,1,2015-01-01
732,2,6,1,2015,1,1,2015-01-02
733,3,7,1,2015,1,1,2015-01-03
734,4,1,1,2015,2,2,2015-01-04
735,5,2,1,2015,2,2,2015-01-05
736,6,3,1,2015,2,2,2015-01-06
737,7,4,1,2015,2,2,2015-01-07
738,8,5,1,2015,2,2,2015-01-08
739,9,6,1,2015,2,2,2015-01-09
740,10,7,1,2015,2,2,2015-01-10
741,11,1,1,2015,3,3,2015-01-11
742,12,2,1,2015,3,3,2015-01-12
743,13,3,1,2015,3,3,2015-01-13
744,14,4,1,2015,3,3,2015-01-14
745,15,5,1,2015,3,3,2015-01-15
746,16,6,1,2015,3,3,2015-01-16
747,17,7,1,2015,3,3,2015-01-17
748,18,1,1,2015,4,4,2015-01-18
749,19,2,1,2015,4,4,2015-01-19
750,20,3,1,2015,4,4,2015-01-20
751,21,4,1,2015,4,4,2015-01-21
752,22,5,1,2015,4,4,2015-01-22
753,23,6,1,2015,4,4,2015-01-23
754,24,7,1,2015,4,4,2015-01-24
755,25,1,1,2015,5,5,2015-01-25
756,26,2,1,2015,5,5,2015-01-26
757,27,3,1,2015,5,5,2015-01-27
758,28,4,1,2015,5,5,2015-01-28
759,29,5,1,2015,5,5,2015-01-29
760,30,6,1,2015,5,5,2015-01-30
761,31,7,1,2015,5,5,2015-01-31
762,1,1,2,2015,1,6,2015-02-01
763,2,2,2,2015,1,6,2015-02-02
764,3,3,2,2015,1,6,2015-02-03
765,4,4,2,2015,1,6,2015-02-04
766,5,5,2,2015,1,6,2015-02-05
767,6,6,2,2015,1,6,2015-02-06
768,7,7,2,2015,1,6,2015-02-07
769,8,1,2,2015,2,7,2015-02-08
770,9,2,2,2015,2,7,2015-02-09
771,10,3,2,2015,2,7,2015-02-10
772,11,4,2,2015,2,7,2015-02-11
773,12,5,2,2015,2,7,2015-02-12
774,13,6,2,2015,2,7,2015-02-13
775,14,7,2,2015,2,7,2015-02-14
776,15,1,2,2015,3,8,2015-02-15
777,16,2,2,2015,3,8,2015-02-16
778,17,3,2,2015,3,8,2015-02-17
779,18,4,2,2015,3,8,2015-02-18
780,19,5,2,2015,3,8,2015-02-19
781,20,6,2,2015,3,8,2015-02-20
782,21,7,2,2015,3,8,2015-02-21
783,22,1,2,2015,4,9,2015-02-22
784,23,2,2,2015,4,9,2015-02-23
785,24,3,2,2015,4,9,2015-02-24
786,25,4,2,2015,4,9,2015-02-25
787,26,5,2,2015,4,9,2015-02-26
788,27,6,2,2015,4,9,2015-02-27
789,28,7,2,2015,4,9,2015-02-28
790,1,1,3,2015,1,10,2015-03-01
791,2,2,3,2015,1,10,2015-03-02
792,3,3,3,2015,1,10,2015-03-03
793,4,4,3,2015,1,10,2015-03-04
794,5,5,3,2015,1,10,2015-03-05
795,6,6,3,2015,1,10,2015-03-06
796,7,7,3,2015,1,10,2015-03-07
797,8,1,3,2015,2,11,2015-03-08
798,9,2,3,2015,2,11,2015-03-09
799,10,3,3,2015,2,11,2015-03-10
800,11,4,3,2015,2,11,2015-03-11
801,12,5,3,2015,2,11,2015-03-12
802,13,6,3,2015,2,11,2015-03-13
803,14,7,3,2015,2,11,2015-03-14
804,15,1,3,2015,3,12,2015-03-15
805,16,2,3,2015,3,12,2015-03-16
806,17,3,3,2015,3,12,2015-03-17
807,18,4,3,2015,3,12,2015-03-18
808,19,5,3,2015,3,12,2015-03-19
809,20,6,3,2015,3,12,2015-03-20
810,21,7,3,2015,3,12,2015-03-21
811,22,1,3,2015,4,13,2015-03-22
812,23,2,3,2015,4,13,2015-03-23
813,24,3,3,2015,4,13,2015-03-24
814,25,4,3,2015,4,13,2015-03-25
815,26,5,3,2015,4,13,2015-03-26
816,27,6,3,2015,4,13,2015-03-27
817,28,7,3,2015,4,13,2015-03-28
818,29,1,3,2015,5,14,2015-03-29
819,30,2,3,2015,5,14,2015-03-30
820,31,3,3,2015,5,14,2015-03-31
821,1,4,4,2015,1,14,2015-04-01
822,2,5,4,2015,1,14,2015-04-02
823,3,6,4,2015,1,14,2015-04-03
824,4,7,4,2015,1,14,2015-04-04
825,5,1,4,2015,2,15,2015-04-05
826,6,2,4,2015,2,15,2015-04-06
827,7,3,4,2015,2,15,2015-04-07
828,8,4,4,2015,2,15,2015-04-08
829,9,5,4,2015,2,15,2015-04-09
830,10,6,4,2015,2,15,2015-04-10
831,11,7,4,2015,2,15,2015-04-11
832,12,1,4,2015,3,16,2015-04-12
833,13,2,4,2015,3,16,2015-04-13
834,14,3,4,2015,3,16,2015-04-14
835,15,4,4,2015,3,16,2015-04-15
836,16,5,4,2015,3,16,2015-04-16
837,17,6,4,2015,3,16,2015-04-17
838,18,7,4,2015,3,16,2015-04-18
839,19,1,4,2015,4,17,2015-04-19
840,20,2,4,2015,4,17,2015-04-20
841,21,3,4,2015,4,17,2015-04-21
842,22,4,4,2015,4,17,2015-04-22
843,23,5,4,2015,4,17,2015-04-23
844,24,6,4,2015,4,17,2015-04-24
845,25,7,4,2015,4,17,2015-04-25
846,26,1,4,2015,5,18,2015-04-26
847,27,2,4,2015,5,18,2015-04-27
848,28,3,4,2015,5,18,2015-04-28
849,29,4,4,2015,5,18,2015-04-29
850,30,5,4,2015,5,18,2015-04-30
851,1,6,5,2015,1,18,2015-05-01
852,2,7,5,2015,1,18,2015-05-02
853,3,1,5,2015,2,19,2015-05-03
854,4,2,5,2015,2,19,2015-05-04
855,5,3,5,2015,2,19,2015-05-05
856,6,4,5,2015,2,19,2015-05-06
857,7,5,5,2015,2,19,2015-05-07
858,8,6,5,2015,2,19,2015-05-08
859,9,7,5,2015,2,19,2015-05-09
860,10,1,5,2015,3,20,2015-05-10
861,11,2,5,2015,3,20,2015-05-11
862,12,3,5,2015,3,20,2015-05-12
863,13,4,5,2015,3,20,2015-05-13
864,14,5,5,2015,3,20,2015-05-14
865,15,6,5,2015,3,20,2015-05-15
866,16,7,5,2015,3,20,2015-05-16
867,17,1,5,2015,4,21,2015-05-17
868,18,2,5,2015,4,21,2015-05-18
869,19,3,5,2015,4,21,2015-05-19
870,20,4,5,2015,4,21,2015-05-20
871,21,5,5,2015,4,21,2015-05-21
872,22,6,5,2015,4,21,2015-05-22
873,23,7,5,2015,4,21,2015-05-23
874,24,1,5,2015,5,22,2015-05-24
875,25,2,5,2015,5,22,2015-05-25
876,26,3,5,2015,5,22,2015-05-26
877,27,4,5,2015,5,22,2015-05-27
878,28,5,5,2015,5,22,2015-05-28
879,29,6,5,2015,5,22,2015-05-29
880,30,7,5,2015,5,22,2015-05-30
881,31,1,5,2015,6,23,2015-05-31
882,1,2,6,2015,1,23,2015-06-01
883,2,3,6,2015,1,23,2015-06-02
884,3,4,6,2015,1,23,2015-06-03
885,4,5,6,2015,1,23,2015-06-04
886,5,6,6,2015,1,23,2015-06-05
887,6,7,6,2015,1,23,2015-06-06
888,7,1,6,2015,2,24,2015-06-07
889,8,2,6,2015,2,24,2015-06-08
890,9,3,6,2015,2,24,2015-06-09
891,10,4,6,2015,2,24,2015-06-10
892,11,5,6,2015,2,24,2015-06-11
893,12,6,6,2015,2,24,2015-06-12
894,13,7,6,2015,2,24,2015-06-13
895,14,1,6,2015,3,25,2015-06-14
896,15,2,6,2015,3,25,2015-06-15
897,16,3,6,2015,3,25,2015-06-16
898,17,4,6,2015,3,25,2015-06-17
899,18,5,6,2015,3,25,2015-06-18
900,19,6,6,2015,3,25,2015-06-19
901,20,7,6,2015,3,25,2015-06-20
902,21,1,6,2015,4,26,2015-06-21
903,22,2,6,2015,4,26,2015-06-22
904,23,3,6,2015,4,26,2015-06-23
905,24,4,6,2015,4,26,2015-06-24
906,25,5,6,2015,4,26,2015-06-25
907,26,6,6,2015,4,26,2015-06-26
908,27,7,6,2015,4,26,2015-06-27
909,28,1,6,2015,5,27,2015-06-28
910,29,2,6,2015,5,27,2015-06-29
911,30,3,6,2015,5,27,2015-06-30
912,1,4,7,2015,1,27,2015-07-01
913,2,5,7,2015,1,27,2015-07-02
914,3,6,7,2015,1,27,2015-07-03
915,4,7,7,2015,1,27,2015-07-04
916,5,1,7,2015,2,28,2015-07-05
917,6,2,7,2015,2,28,2015-07-06
918,7,3,7,2015,2,28,2015-07-07
919,8,4,7,2015,2,28,2015-07-08
920,9,5,7,2015,2,28,2015-07-09
921,10,6,7,2015,2,28,2015-07-10
922,11,7,7,2015,2,28,2015-07-11
923,12,1,7,2015,3,29,2015-07-12
924,13,2,7,2015,3,29,2015-07-13
925,14,3,7,2015,3,29,2015-07-14
926,15,4,7,2015,3,29,2015-07-15
927,16,5,7,2015,3,29,2015-07-16
928,17,6,7,2015,3,29,2015-07-17
929,18,7,7,2015,3,29,2015-07-18
930,19,1,7,2015,4,30,2015-07-19
931,20,2,7,2015,4,30,2015-07-20
932,21,3,7,2015,4,30,2015-07-21
933,22,4,7,2015,4,30,2015-07-22
934,23,5,7,2015,4,30,2015-07-23
935,24,6,7,2015,4,30,2015-07-24
936,25,7,7,2015,4,30,2015-07-25
937,26,1,7,2015,5,31,2015-07-26
938,27,2,7,2015,5,31,2015-07-27
939,28,3,7,2015,5,31,2015-07-28
940,29,4,7,2015,5,31,2015-07-29
941,30,5,7,2015,5,31,2015-07-30
942,31,6,7,2015,5,31,2015-07-31
943,1,7,8,2015,1,31,2015-08-01
944,2,1,8,2015,2,32,2015-08-02
945,3,2,8,2015,2,32,2015-08-03
946,4,3,8,2015,2,32,2015-08-04
947,5,4,8,2015,2,32,2015-08-05
948,6,5,8,2015,2,32,2015-08-06
949,7,6,8,2015,2,32,2015-08-07
950,8,7,8,2015,2,32,2015-08-08
951,9,1,8,2015,3,33,2015-08-09
952,10,2,8,2015,3,33,2015-08-10
953,11,3,8,2015,3,33,2015-08-11
954,12,4,8,2015,3,33,2015-08-12
955,13,5,8,2015,3,33,2015-08-13
956,14,6,8,2015,3,33,2015-08-14
957,15,7,8,2015,3,33,2015-08-15
958,16,1,8,2015,4,34,2015-08-16
959,17,2,8,2015,4,34,2015-08-17
960,18,3,8,2015,4,34,2015-08-18
961,19,4,8,2015,4,34,2015-08-19
962,20,5,8,2015,4,34,2015-08-20
963,21,6,8,2015,4,34,2015-08-21
964,22,7,8,2015,4,34,2015-08-22
965,23,1,8,2015,5,35,2015-08-23
966,24,2,8,2015,5,35,2015-08-24
967,25,3,8,2015,5,35,2015-08-25
968,26,4,8,2015,5,35,2015-08-26
969,27,5,8,2015,5,35,2015-08-27
970,28,6,8,2015,5,35,2015-08-28
971,29,7,8,2015,5,35,2015-08-29
972,30,1,8,2015,6,36,2015-08-30
973,31,2,8,2015,6,36,2015-08-31
974,1,3,9,2015,1,36,2015-09-01
975,2,4,9,2015,1,36,2015-09-02
976,3,5,9,2015,1,36,2015-09-03
977,4,6,9,2015,1,36,2015-09-04
978,5,7,9,2015,1,36,2015-09-05
979,6,1,9,2015,2,37,2015-09-06
980,7,2,9,2015,2,37,2015-09-07
981,8,3,9,2015,2,37,2015-09-08
982,9,4,9,2015,2,37,2015-09-09
983,10,5,9,2015,2,37,2015-09-10
984,11,6,9,2015,2,37,2015-09-11
985,12,7,9,2015,2,37,2015-09-12
986,13,1,9,2015,3,38,2015-09-13
987,14,2,9,2015,3,38,2015-09-14
988,15,3,9,2015,3,38,2015-09-15
989,16,4,9,2015,3,38,2015-09-16
990,17,5,9,2015,3,38,2015-09-17
991,18,6,9,2015,3,38,2015-09-18
992,19,7,9,2015,3,38,2015-09-19
993,20,1,9,2015,4,39,2015-09-20
994,21,2,9,2015,4,39,2015-09-21
995,22,3,9,2015,4,39,2015-09-22
996,23,4,9,2015,4,39,2015-09-23
997,24,5,9,2015,4,39,2015-09-24
998,25,6,9,2015,4,39,2015-09-25
999,26,7,9,2015,4,39,2015-09-26
1000,27,1,9,2015,5,40,2015-09-27
1001,28,2,9,2015,5,40,2015-09-28
1002,29,3,9,2015,5,40,2015-09-29
1003,30,4,9,2015,5,40,2015-09-30
1004,1,5,10,2015,1,40,2015-10-01
1005,2,6,10,2015,1,40,2015-10-02
1006,3,7,10,2015,1,40,2015-10-03
1007,4,1,10,2015,2,41,2015-10-04
1008,5,2,10,2015,2,41,2015-10-05
1009,6,3,10,2015,2,41,2015-10-06
1010,7,4,10,2015,2,41,2015-10-07
1011,8,5,10,2015,2,41,2015-10-08
1012,9,6,10,2015,2,41,2015-10-09
1013,10,7,10,2015,2,41,2015-10-10
1014,11,1,10,2015,3,42,2015-10-11
1015,12,2,10,2015,3,42,2015-10-12
1016,13,3,10,2015,3,42,2015-10-13
1017,14,4,10,2015,3,42,2015-10-14
1018,15,5,10,2015,3,42,2015-10-15
1019,16,6,10,2015,3,42,2015-10-16
1020,17,7,10,2015,3,42,2015-10-17
1021,18,1,10,2015,4,43,2015-10-18
1022,19,2,10,2015,4,43,2015-10-19
1023,20,3,10,2015,4,43,2015-10-20
1024,21,4,10,2015,4,43,2015-10-21
1025,22,5,10,2015,4,43,2015-10-22
1026,23,6,10,2015,4,43,2015-10-23
1027,24,7,10,2015,4,43,2015-10-24
1028,25,1,10,2015,5,44,2015-10-25
1029,26,2,10,2015,5,44,2015-10-26
1030,27,3,10,2015,5,44,2015-10-27
1031,28,4,10,2015,5,44,2015-10-28
1032,29,5,10,2015,5,44,2015-10-29
1033,30,6,10,2015,5,44,2015-10-30
1034,31,7,10,2015,5,44,2015-10-31
1035,1,1,11,2015,1,45,2015-11-01
1036,2,2,11,2015,1,45,2015-11-02
1037,3,3,11,2015,1,45,2015-11-03
1038,4,4,11,2015,1,45,2015-11-04
1039,5,5,11,2015,1,45,2015-11-05
1040,6,6,11,2015,1,45,2015-11-06
1041,7,7,11,2015,1,45,2015-11-07
1042,8,1,11,2015,2,46,2015-11-08
1043,9,2,11,2015,2,46,2015-11-09
1044,10,3,11,2015,2,46,2015-11-10
1045,11,4,11,2015,2,46,2015-11-11
1046,12,5,11,2015,2,46,2015-11-12
1047,13,6,11,2015,2,46,2015-11-13
1048,14,7,11,2015,2,46,2015-11-14
1049,15,1,11,2015,3,47,2015-11-15
1050,16,2,11,2015,3,47,2015-11-16
1051,17,3,11,2015,3,47,2015-11-17
1052,18,4,11,2015,3,47,2015-11-18
1053,19,5,11,2015,3,47,2015-11-19
1054,20,6,11,2015,3,47,2015-11-20
1055,21,7,11,2015,3,47,2015-11-21
1056,22,1,11,2015,4,48,2015-11-22
1057,23,2,11,2015,4,48,2015-11-23
1058,24,3,11,2015,4,48,2015-11-24
1059,25,4,11,2015,4,48,2015-11-25
1060,26,5,11,2015,4,48,2015-11-26
1061,27,6,11,2015,4,48,2015-11-27
1062,28,7,11,2015,4,48,2015-11-28
1063,29,1,11,2015,5,49,2015-11-29
1064,30,2,11,2015,5,49,2015-11-30
1065,1,3,12,2015,1,49,2015-12-01
1066,2,4,12,2015,1,49,2015-12-02
1067,3,5,12,2015,1,49,2015-12-03
1068,4,6,12,2015,1,49,2015-12-04
1069,5,7,12,2015,1,49,2015-12-05
1070,6,1,12,2015,2,50,2015-12-06
1071,7,2,12,2015,2,50,2015-12-07
1072,8,3,12,2015,2,50,2015-12-08
1073,9,4,12,2015,2,50,2015-12-09
1074,10,5,12,2015,2,50,2015-12-10
1075,11,6,12,2015,2,50,2015-12-11
1076,12,7,12,2015,2,50,2015-12-12
1077,13,1,12,2015,3,51,2015-12-13
1078,14,2,12,2015,3,51,2015-12-14
1079,15,3,12,2015,3,51,2015-12-15
1080,16,4,12,2015,3,51,2015-12-16
1081,17,5,12,2015,3,51,2015-12-17
1082,18,6,12,2015,3,51,2015-12-18
1083,19,7,12,2015,3,51,2015-12-19
1084,20,1,12,2015,4,52,2015-12-20
1085,21,2,12,2015,4,52,2015-12-21
1086,22,3,12,2015,4,52,2015-12-22
1087,23,4,12,2015,4,52,2015-12-23
1088,24,5,12,2015,4,52,2015-12-24
1089,25,6,12,2015,4,52,2015-12-25
1090,26,7,12,2015,4,52,2015-12-26
1091,27,1,12,2015,5,1,2015-12-27
1092,28,2,12,2015,5,1,2015-12-28
1093,29,3,12,2015,5,1,2015-12-29
1094,30,4,12,2015,5,1,2015-12-30
1095,31,5,12,2015,5,1,2015-12-31
1096,1,6,1,2016,1,1,2016-01-01
1097,2,7,1,2016,1,1,2016-01-02
1098,3,1,1,2016,2,2,2016-01-03
1099,4,2,1,2016,2,2,2016-01-04
1100,5,3,1,2016,2,2,2016-01-05
1101,6,4,1,2016,2,2,2016-01-06
1102,7,5,1,2016,2,2,2016-01-07
1103,8,6,1,2016,2,2,2016-01-08
1104,9,7,1,2016,2,2,2016-01-09
1105,10,1,1,2016,3,3,2016-01-10
1106,11,2,1,2016,3,3,2016-01-11
1107,12,3,1,2016,3,3,2016-01-12
1108,13,4,1,2016,3,3,2016-01-13
1109,14,5,1,2016,3,3,2016-01-14
1110,15,6,1,2016,3,3,2016-01-15
1111,16,7,1,2016,3,3,2016-01-16
1112,17,1,1,2016,4,4,2016-01-17
1113,18,2,1,2016,4,4,2016-01-18
1114,19,3,1,2016,4,4,2016-01-19
1115,20,4,1,2016,4,4,2016-01-20
1116,21,5,1,2016,4,4,2016-01-21
1117,22,6,1,2016,4,4,2016-01-22
1118,23,7,1,2016,4,4,2016-01-23
1119,24,1,1,2016,5,5,2016-01-24
1120,25,2,1,2016,5,5,2016-01-25
1121,26,3,1,2016,5,5,2016-01-26
1122,27,4,1,2016,5,5,2016-01-27
1123,28,5,1,2016,5,5,2016-01-28
1124,29,6,1,2016,5,5,2016-01-29
1125,30,7,1,2016,5,5,2016-01-30
1126,31,1,1,2016,6,6,2016-01-31
1127,1,2,2,2016,1,6,2016-02-01
1128,2,3,2,2016,1,6,2016-02-02
1129,3,4,2,2016,1,6,2016-02-03
1130,4,5,2,2016,1,6,2016-02-04
1131,5,6,2,2016,1,6,2016-02-05
1132,6,7,2,2016,1,6,2016-02-06
1133,7,1,2,2016,2,7,2016-02-07
1134,8,2,2,2016,2,7,2016-02-08
1135,9,3,2,2016,2,7,2016-02-09
1136,10,4,2,2016,2,7,2016-02-10
1137,11,5,2,2016,2,7,2016-02-11
1138,12,6,2,2016,2,7,2016-02-12
1139,13,7,2,2016,2,7,2016-02-13
1140,14,1,2,2016,3,8,2016-02-14
1141,15,2,2,2016,3,8,2016-02-15
1142,16,3,2,2016,3,8,2016-02-16
1143,17,4,2,2016,3,8,2016-02-17
1144,18,5,2,2016,3,8,2016-02-18
1145,19,6,2,2016,3,8,2016-02-19
1146,20,7,2,2016,3,8,2016-02-20
1147,21,1,2,2016,4,9,2016-02-21
1148,22,2,2,2016,4,9,2016-02-22
1149,23,3,2,2016,4,9,2016-02-23
1150,24,4,2,2016,4,9,2016-02-24
1151,25,5,2,2016,4,9,2016-02-25
1152,26,6,2,2016,4,9,2016-02-26
1153,27,7,2,2016,4,9,2016-02-27
1154,28,1,2,2016,5,10,2016-02-28
1155,29,2,2,2016,5,10,2016-02-29
1156,1,3,3,2016,1,10,2016-03-01
1157,2,4,3,2016,1,10,2016-03-02
1158,3,5,3,2016,1,10,2016-03-03
1159,4,6,3,2016,1,10,2016-03-04
1160,5,7,3,2016,1,10,2016-03-05
1161,6,1,3,2016,2,11,2016-03-06
1162,7,2,3,2016,2,11,2016-03-07
1163,8,3,3,2016,2,11,2016-03-08
1164,9,4,3,2016,2,11,2016-03-09
1165,10,5,3,2016,2,11,2016-03-10
1166,11,6,3,2016,2,11,2016-03-11
1167,12,7,3,2016,2,11,2016-03-12
1168,13,1,3,2016,3,12,2016-03-13
1169,14,2,3,2016,3,12,2016-03-14
1170,15,3,3,2016,3,12,2016-03-15
1171,16,4,3,2016,3,12,2016-03-16
1172,17,5,3,2016,3,12,2016-03-17
1173,18,6,3,2016,3,12,2016-03-18
1174,19,7,3,2016,3,12,2016-03-19
1175,20,1,3,2016,4,13,2016-03-20
1176,21,2,3,2016,4,13,2016-03-21
1177,22,3,3,2016,4,13,2016-03-22
1178,23,4,3,2016,4,13,2016-03-23
1179,24,5,3,2016,4,13,2016-03-24
1180,25,6,3,2016,4,13,2016-03-25
1181,26,7,3,2016,4,13,2016-03-26
1182,27,1,3,2016,5,14,2016-03-27
1183,28,2,3,2016,5,14,2016-03-28
1184,29,3,3,2016,5,14,2016-03-29
1185,30,4,3,2016,5,14,2016-03-30
1186,31,5,3,2016,5,14,2016-03-31
1187,1,6,4,2016,1,14,2016-04-01
1188,2,7,4,2016,1,14,2016-04-02
1189,3,1,4,2016,2,15,2016-04-03
1190,4,2,4,2016,2,15,2016-04-04
1191,5,3,4,2016,2,15,2016-04-05
1192,6,4,4,2016,2,15,2016-04-06
1193,7,5,4,2016,2,15,2016-04-07
1194,8,6,4,2016,2,15,2016-04-08
1195,9,7,4,2016,2,15,2016-04-09
1196,10,1,4,2016,3,16,2016-04-10
1197,11,2,4,2016,3,16,2016-04-11
1198,12,3,4,2016,3,16,2016-04-12
1199,13,4,4,2016,3,16,2016-04-13
1200,14,5,4,2016,3,16,2016-04-14
1201,15,6,4,2016,3,16,2016-04-15
1202,16,7,4,2016,3,16,2016-04-16
1203,17,1,4,2016,4,17,2016-04-17
1204,18,2,4,2016,4,17,2016-04-18
1205,19,3,4,2016,4,17,2016-04-19
1206,20,4,4,2016,4,17,2016-04-20
1207,21,5,4,2016,4,17,2016-04-21
1208,22,6,4,2016,4,17,2016-04-22
1209,23,7,4,2016,4,17,2016-04-23
1210,24,1,4,2016,5,18,2016-04-24
1211,25,2,4,2016,5,18,2016-04-25
1212,26,3,4,2016,5,18,2016-04-26
1213,27,4,4,2016,5,18,2016-04-27
1214,28,5,4,2016,5,18,2016-04-28
1215,29,6,4,2016,5,18,2016-04-29
1216,30,7,4,2016,5,18,2016-04-30
1217,1,1,5,2016,1,19,2016-05-01
1218,2,2,5,2016,1,19,2016-05-02
1219,3,3,5,2016,1,19,2016-05-03
1220,4,4,5,2016,1,19,2016-05-04
1221,5,5,5,2016,1,19,2016-05-05
1222,6,6,5,2016,1,19,2016-05-06
1223,7,7,5,2016,1,19,2016-05-07
1224,8,1,5,2016,2,20,2016-05-08
1225,9,2,5,2016,2,20,2016-05-09
1226,10,3,5,2016,2,20,2016-05-10
1227,11,4,5,2016,2,20,2016-05-11
1228,12,5,5,2016,2,20,2016-05-12
1229,13,6,5,2016,2,20,2016-05-13
1230,14,7,5,2016,2,20,2016-05-14
1231,15,1,5,2016,3,21,2016-05-15
1232,16,2,5,2016,3,21,2016-05-16
1233,17,3,5,2016,3,21,2016-05-17
1234,18,4,5,2016,3,21,2016-05-18
1235,19,5,5,2016,3,21,2016-05-19
1236,20,6,5,2016,3,21,2016-05-20
1237,21,7,5,2016,3,21,2016-05-21
1238,22,1,5,2016,4,22,2016-05-22
1239,23,2,5,2016,4,22,2016-05-23
1240,24,3,5,2016,4,22,2016-05-24
1241,25,4,5,2016,4,22,2016-05-25
1242,26,5,5,2016,4,22,2016-05-26
1243,27,6,5,2016,4,22,2016-05-27
1244,28,7,5,2016,4,22,2016-05-28
1245,29,1,5,2016,5,23,2016-05-29
